,departure.iataCode,arrival.iataCode,airline.name,flight.number,delay_total_min,departure.month,flight_duration_min,delay_true
0,gru,aju,air france,1960,264,1,160,1
1,gru,aju,sa avianca,4678,264,1,160,1
2,gru,aju,copa airlines,3741,264,1,160,1
3,gru,aju,emirates,3645,264,1,160,1
4,gru,aju,ethiopian airlines,4108,264,1,160,1
5,gru,aju,klm,9326,264,1,160,1
6,gru,aju,tap air portugal,5995,264,1,160,1
7,gru,aju,air europa,2670,264,1,160,1
8,gru,aju,american airlines,7778,264,1,160,1
9,gru,aju,gol,1538,264,1,160,1
10,gru,aju,air france,1960,275,1,160,1
11,gru,aju,sa avianca,4678,275,1,160,1
12,gru,aju,copa airlines,3741,275,1,160,1
13,gru,aju,emirates,3645,275,1,160,1
14,gru,aju,ethiopian airlines,4108,275,1,160,1
15,gru,aju,klm,9326,275,1,160,1
16,gru,aju,tap air portugal,5995,275,1,160,1
17,gru,aju,air europa,2670,275,1,160,1
18,gru,aju,american airlines,7778,275,1,160,1
19,gru,aju,gol,1538,275,1,160,1
20,gru,aju,aeromexico,8088,263,1,160,1
21,gru,aju,aerolineas argentinas,7634,263,1,160,1
22,gru,aju,copa airlines,3577,263,1,160,1
23,gru,aju,ethiopian airlines,4120,263,1,160,1
24,gru,aju,tap air portugal,4129,263,1,160,1
25,gru,aju,air europa,2350,263,1,160,1
26,gru,aju,american airlines,7776,263,1,160,1
27,gru,aju,gol,1504,263,1,160,1
28,gru,aju,air france,1960,258,1,160,1
29,gru,aju,sa avianca,4678,258,1,160,1
30,gru,aju,copa airlines,3741,258,1,160,1
31,gru,aju,emirates,3645,258,1,160,1
32,gru,aju,ethiopian airlines,4108,258,1,160,1
33,gru,aju,klm,9326,258,1,160,1
34,gru,aju,tap air portugal,5995,258,1,160,1
35,gru,aju,air europa,2670,258,1,160,1
36,gru,aju,american airlines,7778,258,1,160,1
37,gru,aju,gol,1538,258,1,160,1
38,gru,aju,aeromexico,8088,274,1,160,1
39,gru,aju,aerolineas argentinas,7634,274,1,160,1
40,gru,aju,copa airlines,3577,274,1,160,1
41,gru,aju,ethiopian airlines,4120,274,1,160,1
42,gru,aju,tap air portugal,4129,274,1,160,1
43,gru,aju,air europa,2350,274,1,160,1
44,gru,aju,american airlines,7776,274,1,160,1
45,gru,aju,gol,1504,274,1,160,1
46,gru,aju,air france,1960,257,1,160,1
47,gru,aju,sa avianca,4678,257,1,160,1
48,gru,aju,copa airlines,3741,257,1,160,1
49,gru,aju,emirates,3645,257,1,160,1
50,gru,aju,ethiopian airlines,4108,257,1,160,1
51,gru,aju,klm,9326,257,1,160,1
52,gru,aju,tap air portugal,5995,257,1,160,1
53,gru,aju,american airlines,7778,257,1,160,1
54,gru,aju,air europa,2670,257,1,160,1
55,gru,aju,gol,1538,257,1,160,1
56,gru,aju,delta air lines,6294,229,1,155,1
57,gru,aju,qatar airways,5104,229,1,155,1
58,gru,aju,latam airlines,3220,229,1,155,1
59,gru,aju,qatar airways,7251,228,1,160,1
60,gru,aju,delta air lines,7402,228,1,160,1
61,gru,aju,latam airlines,4632,228,1,160,1
62,gru,aju,air france,1960,228,1,160,1
63,gru,aju,sa avianca,4678,228,1,160,1
64,gru,aju,copa airlines,3741,228,1,160,1
65,gru,aju,emirates,3645,228,1,160,1
66,gru,aju,ethiopian airlines,4108,228,1,160,1
67,gru,aju,klm,9326,228,1,160,1
68,gru,aju,tap air portugal,5995,228,1,160,1
69,gru,aju,air europa,2670,228,1,160,1
70,gru,aju,american airlines,7778,228,1,160,1
71,gru,aju,gol,1538,228,1,160,1
72,gru,aju,qatar airways,7251,228,1,165,1
73,gru,aju,delta air lines,7402,228,1,165,1
74,gru,aju,latam airlines,4632,228,1,165,1
75,gru,aju,air france,1960,232,1,160,1
76,gru,aju,sa avianca,4678,232,1,160,1
77,gru,aju,copa airlines,3741,232,1,160,1
78,gru,aju,emirates,3645,232,1,160,1
79,gru,aju,ethiopian airlines,4108,232,1,160,1
80,gru,aju,klm,9326,232,1,160,1
81,gru,aju,tap air portugal,5995,232,1,160,1
82,gru,aju,american airlines,7778,232,1,160,1
83,gru,aju,air europa,2670,232,1,160,1
84,gru,aju,gol,1538,232,1,160,1
85,gru,aju,qatar airways,7251,234,1,160,1
86,gru,aju,latam airlines,4632,234,1,160,1
87,gru,aju,aeromexico,8500,227,1,155,1
88,gru,aju,delta air lines,6026,227,1,155,1
89,gru,aju,qatar airways,5136,227,1,155,1
90,gru,aju,delta air lines,7360,227,1,155,1
91,gru,aju,latam airlines,3224,227,1,155,1
92,gru,aju,delta air lines,6026,238,1,155,1
93,gru,aju,delta air lines,6169,238,1,155,1
94,gru,aju,latam airlines,3222,238,1,155,1
95,gru,aju,delta air lines,6294,232,1,155,1
96,gru,aju,qatar airways,5104,232,1,155,1
97,gru,aju,latam airlines,3220,232,1,155,1
98,gru,aju,qatar airways,7251,227,1,160,1
99,gru,aju,latam airlines,4632,227,1,160,1
100,gru,aju,delta air lines,6169,252,1,155,1
101,gru,aju,latam airlines,3222,252,1,155,1
102,gru,aju,aeromexico,8088,229,1,160,1
103,gru,aju,aerolineas argentinas,7634,229,1,160,1
104,gru,aju,copa airlines,3577,229,1,160,1
105,gru,aju,ethiopian airlines,4120,229,1,160,1
106,gru,aju,tap air portugal,4129,229,1,160,1
107,gru,aju,air europa,2350,229,1,160,1
108,gru,aju,american airlines,7776,229,1,160,1
109,gru,aju,gol,1504,229,1,160,1
110,gru,aju,delta air lines,6026,225,1,155,1
111,gru,aju,delta air lines,6169,225,1,155,1
112,gru,aju,latam airlines,3222,225,1,155,1
113,gru,aju,delta air lines,6169,225,1,155,1
114,gru,aju,latam airlines,3222,225,1,155,1
115,gru,aju,air france,1960,225,1,160,1
116,gru,aju,sa avianca,4678,225,1,160,1
117,gru,aju,copa airlines,3741,225,1,160,1
118,gru,aju,emirates,3645,225,1,160,1
119,gru,aju,ethiopian airlines,4108,225,1,160,1
120,gru,aju,klm,9326,225,1,160,1
121,gru,aju,tap air portugal,5995,225,1,160,1
122,gru,aju,air europa,2670,225,1,160,1
123,gru,aju,american airlines,7778,225,1,160,1
124,gru,aju,gol,1538,225,1,160,1
125,gru,aju,delta air lines,6294,224,1,155,1
126,gru,aju,qatar airways,5104,224,1,155,1
127,gru,aju,latam airlines,3220,224,1,155,1
128,gru,aju,aeromexico,8500,234,1,155,1
129,gru,aju,delta air lines,6109,234,1,155,1
130,gru,aju,qatar airways,5136,234,1,155,1
131,gru,aju,delta air lines,6028,234,1,155,1
132,gru,aju,latam airlines,3224,234,1,155,1
133,gru,aju,aeromexico,8088,275,1,160,1
134,gru,aju,aerolineas argentinas,7634,275,1,160,1
135,gru,aju,copa airlines,3577,275,1,160,1
136,gru,aju,ethiopian airlines,4120,275,1,160,1
137,gru,aju,tap air portugal,4129,275,1,160,1
138,gru,aju,air europa,2350,275,1,160,1
139,gru,aju,american airlines,7776,275,1,160,1
140,gru,aju,gol,1504,275,1,160,1
141,gru,aju,delta air lines,6169,235,1,155,1
142,gru,aju,latam airlines,3222,235,1,155,1
143,gru,aju,air france,1960,222,1,160,1
144,gru,aju,sa avianca,4678,222,1,160,1
145,gru,aju,copa airlines,3741,222,1,160,1
146,gru,aju,emirates,3645,222,1,160,1
147,gru,aju,ethiopian airlines,4108,222,1,160,1
148,gru,aju,klm,9326,222,1,160,1
149,gru,aju,tap air portugal,5995,222,1,160,1
150,gru,aju,air europa,2670,222,1,160,1
151,gru,aju,american airlines,7778,222,1,160,1
152,gru,aju,gol,1538,222,1,160,1
153,gru,aju,aeromexico,8500,262,1,155,1
154,gru,aju,delta air lines,7360,262,1,155,1
155,gru,aju,delta air lines,6109,262,1,155,1
156,gru,aju,qatar airways,5136,262,1,155,1
157,gru,aju,latam airlines,3224,262,1,155,1
158,gru,aju,aeromexico,8500,228,1,155,1
159,gru,aju,delta air lines,7360,228,1,155,1
160,gru,aju,delta air lines,6109,228,1,155,1
161,gru,aju,latam airlines,3224,228,1,155,1
162,gru,aju,delta air lines,7402,223,1,160,1
163,gru,aju,qatar airways,7251,223,1,160,1
164,gru,aju,latam airlines,4632,223,1,160,1
165,gru,aju,aeromexico,8500,227,1,155,1
166,gru,aju,delta air lines,6028,227,1,155,1
167,gru,aju,qatar airways,5136,227,1,155,1
168,gru,aju,delta air lines,7360,227,1,155,1
169,gru,aju,latam airlines,3224,227,1,155,1
170,gru,aju,aeromexico,8088,221,1,160,1
171,gru,aju,aerolineas argentinas,7634,221,1,160,1
172,gru,aju,copa airlines,3577,221,1,160,1
173,gru,aju,ethiopian airlines,4120,221,1,160,1
174,gru,aju,tap air portugal,4129,221,1,160,1
175,gru,aju,air europa,2350,221,1,160,1
176,gru,aju,american airlines,7776,221,1,160,1
177,gru,aju,gol,1504,221,1,160,1
178,gru,aju,qatar airways,7251,221,1,160,1
179,gru,aju,latam airlines,4632,221,1,160,1
180,gru,aju,aeromexico,8500,221,1,155,1
181,gru,aju,delta air lines,6109,221,1,155,1
182,gru,aju,delta air lines,7360,221,1,155,1
183,gru,aju,qatar airways,5136,221,1,155,1
184,gru,aju,latam airlines,3224,221,1,155,1
185,gru,aju,air france,1960,220,1,160,1
186,gru,aju,sa avianca,4678,220,1,160,1
187,gru,aju,copa airlines,3741,220,1,160,1
188,gru,aju,emirates,3645,220,1,160,1
189,gru,aju,ethiopian airlines,4108,220,1,160,1
190,gru,aju,klm,9326,220,1,160,1
191,gru,aju,tap air portugal,5995,220,1,160,1
192,gru,aju,air europa,2670,220,1,160,1
193,gru,aju,american airlines,7778,220,1,160,1
194,gru,aju,gol,1538,220,1,160,1
195,gru,aju,aeromexico,8500,220,1,155,1
196,gru,aju,delta air lines,7360,220,1,155,1
197,gru,aju,qatar airways,5136,220,1,155,1
198,gru,aju,delta air lines,6109,220,1,155,1
199,gru,aju,latam airlines,3224,220,1,155,1
200,gru,aju,delta air lines,6294,220,1,155,1
201,gru,aju,qatar airways,5104,220,1,155,1
202,gru,aju,latam airlines,3220,220,1,155,1
203,gru,aju,aeromexico,8500,220,1,155,1
204,gru,aju,delta air lines,6109,220,1,155,1
205,gru,aju,qatar airways,5136,220,1,155,1
206,gru,aju,delta air lines,7360,220,1,155,1
207,gru,aju,latam airlines,3224,220,1,155,1
208,gru,aju,aeromexico,8088,222,1,160,1
209,gru,aju,aerolineas argentinas,7634,222,1,160,1
210,gru,aju,copa airlines,3577,222,1,160,1
211,gru,aju,ethiopian airlines,4120,222,1,160,1
212,gru,aju,tap air portugal,4129,222,1,160,1
213,gru,aju,air europa,2350,222,1,160,1
214,gru,aju,american airlines,7776,222,1,160,1
215,gru,aju,gol,1504,222,1,160,1
216,gru,aju,aeromexico,8500,237,1,155,1
217,gru,aju,delta air lines,6109,237,1,155,1
218,gru,aju,qatar airways,5136,237,1,155,1
219,gru,aju,delta air lines,7360,237,1,155,1
220,gru,aju,latam airlines,3224,237,1,155,1
221,gru,aju,aeromexico,8088,226,1,160,1
222,gru,aju,aerolineas argentinas,7634,226,1,160,1
223,gru,aju,copa airlines,3577,226,1,160,1
224,gru,aju,ethiopian airlines,4120,226,1,160,1
225,gru,aju,tap air portugal,4129,226,1,160,1
226,gru,aju,air europa,2350,226,1,160,1
227,gru,aju,american airlines,7776,226,1,160,1
228,gru,aju,gol,1504,226,1,160,1
229,gru,aju,aeromexico,8088,220,1,160,1
230,gru,aju,aerolineas argentinas,7634,220,1,160,1
231,gru,aju,copa airlines,3577,220,1,160,1
232,gru,aju,ethiopian airlines,4120,220,1,160,1
233,gru,aju,tap air portugal,4129,220,1,160,1
234,gru,aju,air europa,2350,220,1,160,1
235,gru,aju,american airlines,7776,220,1,160,1
236,gru,aju,gol,1504,220,1,160,1
237,gru,aju,delta air lines,6294,341,1,155,1
238,gru,aju,qatar airways,5104,341,1,155,1
239,gru,aju,latam airlines,3220,341,1,155,1
240,gru,aju,air france,1960,218,1,160,1
241,gru,aju,sa avianca,4678,218,1,160,1
242,gru,aju,copa airlines,3741,218,1,160,1
243,gru,aju,emirates,3645,218,1,160,1
244,gru,aju,ethiopian airlines,4108,218,1,160,1
245,gru,aju,klm,9326,218,1,160,1
246,gru,aju,tap air portugal,5995,218,1,160,1
247,gru,aju,american airlines,7778,218,1,160,1
248,gru,aju,air europa,2670,218,1,160,1
249,gru,aju,gol,1538,218,1,160,1
250,gru,aju,delta air lines,6294,244,1,155,1
251,gru,aju,qatar airways,5104,244,1,155,1
252,gru,aju,latam airlines,3220,244,1,155,1
253,gru,aju,delta air lines,6169,217,1,155,1
254,gru,aju,delta air lines,6026,217,1,155,1
255,gru,aju,latam airlines,3222,217,1,155,1
256,gru,aju,delta air lines,6169,217,1,155,1
257,gru,aju,latam airlines,3222,217,1,155,1
258,gru,aju,delta air lines,6294,229,1,155,1
259,gru,aju,qatar airways,5104,229,1,155,1
260,gru,aju,latam airlines,3220,229,1,155,1
261,gru,aju,delta air lines,6169,215,1,155,1
262,gru,aju,latam airlines,3222,215,1,155,1
263,gru,aju,air france,1960,215,1,160,1
264,gru,aju,sa avianca,4678,215,1,160,1
265,gru,aju,copa airlines,3741,215,1,160,1
266,gru,aju,emirates,3645,215,1,160,1
267,gru,aju,ethiopian airlines,4108,215,1,160,1
268,gru,aju,klm,9326,215,1,160,1
269,gru,aju,tap air portugal,5995,215,1,160,1
270,gru,aju,air europa,2670,215,1,160,1
271,gru,aju,american airlines,7778,215,1,160,1
272,gru,aju,gol,1538,215,1,160,1
273,gru,aju,delta air lines,6339,222,1,155,1
274,gru,aju,delta air lines,6169,222,1,155,1
275,gru,aju,latam airlines,3222,222,1,155,1
276,gru,aju,air france,1960,229,1,160,1
277,gru,aju,sa avianca,4678,229,1,160,1
278,gru,aju,copa airlines,3741,229,1,160,1
279,gru,aju,emirates,3645,229,1,160,1
280,gru,aju,ethiopian airlines,4108,229,1,160,1
281,gru,aju,klm,9326,229,1,160,1
282,gru,aju,tap air portugal,5995,229,1,160,1
283,gru,aju,air europa,2670,229,1,160,1
284,gru,aju,american airlines,7778,229,1,160,1
285,gru,aju,gol,1538,229,1,160,1
286,gru,aju,delta air lines,6169,227,1,155,1
287,gru,aju,latam airlines,3222,227,1,155,1
288,gru,aju,aeromexico,8500,233,1,155,1
289,gru,aju,delta air lines,7360,233,1,155,1
290,gru,aju,delta air lines,6109,233,1,155,1
291,gru,aju,qatar airways,5136,233,1,155,1
292,gru,aju,latam airlines,3224,233,1,155,1
293,gru,aju,air france,1960,214,1,160,1
294,gru,aju,sa avianca,4678,214,1,160,1
295,gru,aju,copa airlines,3741,214,1,160,1
296,gru,aju,emirates,3645,214,1,160,1
297,gru,aju,ethiopian airlines,4108,214,1,160,1
298,gru,aju,klm,9326,214,1,160,1
299,gru,aju,tap air portugal,5995,214,1,160,1
300,gru,aju,air europa,2670,214,1,160,1
301,gru,aju,american airlines,7778,214,1,160,1
302,gru,aju,gol,1538,214,1,160,1
303,gru,aju,air france,1960,214,1,160,1
304,gru,aju,sa avianca,4678,214,1,160,1
305,gru,aju,copa airlines,3741,214,1,160,1
306,gru,aju,emirates,3645,214,1,160,1
307,gru,aju,ethiopian airlines,4108,214,1,160,1
308,gru,aju,klm,9326,214,1,160,1
309,gru,aju,tap air portugal,5995,214,1,160,1
310,gru,aju,air europa,2670,214,1,160,1
311,gru,aju,american airlines,7778,214,1,160,1
312,gru,aju,gol,1538,214,1,160,1
313,gru,aju,aeromexico,8500,214,1,155,1
314,gru,aju,delta air lines,6109,214,1,155,1
315,gru,aju,delta air lines,7360,214,1,155,1
316,gru,aju,qatar airways,5136,214,1,155,1
317,gru,aju,latam airlines,3224,214,1,155,1
318,gru,aju,air france,1960,238,1,160,1
319,gru,aju,sa avianca,4678,238,1,160,1
320,gru,aju,copa airlines,3741,238,1,160,1
321,gru,aju,emirates,3645,238,1,160,1
322,gru,aju,ethiopian airlines,4108,238,1,160,1
323,gru,aju,klm,9326,238,1,160,1
324,gru,aju,tap air portugal,5995,238,1,160,1
325,gru,aju,air europa,2670,238,1,160,1
326,gru,aju,american airlines,7778,238,1,160,1
327,gru,aju,gol,1538,238,1,160,1
328,gru,aju,aeromexico,8088,213,1,160,1
329,gru,aju,aerolineas argentinas,7634,213,1,160,1
330,gru,aju,copa airlines,3577,213,1,160,1
331,gru,aju,ethiopian airlines,4120,213,1,160,1
332,gru,aju,tap air portugal,4129,213,1,160,1
333,gru,aju,air europa,2350,213,1,160,1
334,gru,aju,american airlines,7776,213,1,160,1
335,gru,aju,gol,1504,213,1,160,1
336,gru,aju,qatar airways,7251,242,1,160,1
337,gru,aju,latam airlines,4632,242,1,160,1
338,gru,aju,air france,1960,213,1,160,1
339,gru,aju,sa avianca,4678,213,1,160,1
340,gru,aju,copa airlines,3741,213,1,160,1
341,gru,aju,emirates,3645,213,1,160,1
342,gru,aju,ethiopian airlines,4108,213,1,160,1
343,gru,aju,klm,9326,213,1,160,1
344,gru,aju,tap air portugal,5995,213,1,160,1
345,gru,aju,air europa,2670,213,1,160,1
346,gru,aju,american airlines,7778,213,1,160,1
347,gru,aju,gol,1538,213,1,160,1
348,gru,aju,aeromexico,8088,260,1,160,1
349,gru,aju,aerolineas argentinas,7634,260,1,160,1
350,gru,aju,copa airlines,3577,260,1,160,1
351,gru,aju,ethiopian airlines,4120,260,1,160,1
352,gru,aju,tap air portugal,4129,260,1,160,1
353,gru,aju,air europa,2350,260,1,160,1
354,gru,aju,american airlines,7776,260,1,160,1
355,gru,aju,gol,1504,260,1,160,1
356,gru,aju,delta air lines,6169,212,1,155,1
357,gru,aju,delta air lines,6339,212,1,155,1
358,gru,aju,latam airlines,3222,212,1,155,1
359,gru,aju,aeromexico,8088,212,1,160,1
360,gru,aju,aerolineas argentinas,7634,212,1,160,1
361,gru,aju,copa airlines,3577,212,1,160,1
362,gru,aju,ethiopian airlines,4120,212,1,160,1
363,gru,aju,tap air portugal,4129,212,1,160,1
364,gru,aju,air europa,2350,212,1,160,1
365,gru,aju,american airlines,7776,212,1,160,1
366,gru,aju,gol,1504,212,1,160,1
367,gru,aju,aeromexico,8088,212,1,160,1
368,gru,aju,aerolineas argentinas,7634,212,1,160,1
369,gru,aju,copa airlines,3577,212,1,160,1
370,gru,aju,ethiopian airlines,4120,212,1,160,1
371,gru,aju,tap air portugal,4129,212,1,160,1
372,gru,aju,air europa,2350,212,1,160,1
373,gru,aju,american airlines,7776,212,1,160,1
374,gru,aju,gol,1504,212,1,160,1
375,gru,aju,aeromexico,8500,211,1,155,1
376,gru,aju,delta air lines,7360,211,1,155,1
377,gru,aju,delta air lines,6109,211,1,155,1
378,gru,aju,qatar airways,5136,211,1,155,1
379,gru,aju,latam airlines,3224,211,1,155,1
380,gru,aju,aeromexico,8500,211,1,155,1
381,gru,aju,delta air lines,6109,211,1,155,1
382,gru,aju,qatar airways,5136,211,1,155,1
383,gru,aju,delta air lines,6026,211,1,155,1
384,gru,aju,latam airlines,3224,211,1,155,1
385,gru,aju,qatar airways,7251,211,1,160,1
386,gru,aju,delta air lines,7402,211,1,160,1
387,gru,aju,latam airlines,4632,211,1,160,1
388,gru,aju,aeromexico,8500,210,1,155,1
389,gru,aju,delta air lines,6109,210,1,155,1
390,gru,aju,qatar airways,5136,210,1,155,1
391,gru,aju,delta air lines,6026,210,1,155,1
392,gru,aju,latam airlines,3224,210,1,155,1
393,gru,aju,aeromexico,8088,211,1,160,1
394,gru,aju,aerolineas argentinas,7634,211,1,160,1
395,gru,aju,copa airlines,3577,211,1,160,1
396,gru,aju,ethiopian airlines,4120,211,1,160,1
397,gru,aju,tap air portugal,4129,211,1,160,1
398,gru,aju,air europa,2350,211,1,160,1
399,gru,aju,american airlines,7776,211,1,160,1
400,gru,aju,gol,1504,211,1,160,1
401,gru,aju,aeromexico,8088,247,1,160,1
402,gru,aju,aerolineas argentinas,7634,247,1,160,1
403,gru,aju,copa airlines,3577,247,1,160,1
404,gru,aju,ethiopian airlines,4120,247,1,160,1
405,gru,aju,tap air portugal,4129,247,1,160,1
406,gru,aju,air europa,2350,247,1,160,1
407,gru,aju,american airlines,7776,247,1,160,1
408,gru,aju,gol,1504,247,1,160,1
409,gru,aju,delta air lines,6339,221,1,155,1
410,gru,aju,delta air lines,6169,221,1,155,1
411,gru,aju,latam airlines,3222,221,1,155,1
412,gru,aju,delta air lines,6294,244,1,155,1
413,gru,aju,qatar airways,5104,244,1,155,1
414,gru,aju,latam airlines,3220,244,1,155,1
415,gru,aju,aeromexico,8088,216,1,160,1
416,gru,aju,aerolineas argentinas,7634,216,1,160,1
417,gru,aju,copa airlines,3577,216,1,160,1
418,gru,aju,ethiopian airlines,4120,216,1,160,1
419,gru,aju,tap air portugal,4129,216,1,160,1
420,gru,aju,air europa,2350,216,1,160,1
421,gru,aju,american airlines,7776,216,1,160,1
422,gru,aju,gol,1504,216,1,160,1
423,gru,aju,aeromexico,8088,209,1,160,1
424,gru,aju,aerolineas argentinas,7634,209,1,160,1
425,gru,aju,copa airlines,3577,209,1,160,1
426,gru,aju,ethiopian airlines,4120,209,1,160,1
427,gru,aju,tap air portugal,4129,209,1,160,1
428,gru,aju,air europa,2350,209,1,160,1
429,gru,aju,american airlines,7776,209,1,160,1
430,gru,aju,gol,1504,209,1,160,1
431,gru,aju,delta air lines,6294,209,1,155,1
432,gru,aju,qatar airways,5104,209,1,155,1
433,gru,aju,latam airlines,3220,209,1,155,1
434,gru,aju,qatar airways,7251,209,1,160,1
435,gru,aju,latam airlines,4632,209,1,160,1
436,gru,aju,delta air lines,6169,210,1,155,1
437,gru,aju,latam airlines,3222,210,1,155,1
438,gru,aju,aeromexico,8088,209,1,160,1
439,gru,aju,aerolineas argentinas,7634,209,1,160,1
440,gru,aju,copa airlines,3577,209,1,160,1
441,gru,aju,ethiopian airlines,4120,209,1,160,1
442,gru,aju,tap air portugal,4129,209,1,160,1
443,gru,aju,air europa,2350,209,1,160,1
444,gru,aju,american airlines,7776,209,1,160,1
445,gru,aju,gol,1504,209,1,160,1
446,gru,aju,delta air lines,6026,209,1,155,1
447,gru,aju,delta air lines,6169,209,1,155,1
448,gru,aju,latam airlines,3222,209,1,155,1
449,gru,aju,air france,1960,209,1,160,1
450,gru,aju,sa avianca,4678,209,1,160,1
451,gru,aju,copa airlines,3741,209,1,160,1
452,gru,aju,emirates,3645,209,1,160,1
453,gru,aju,ethiopian airlines,4108,209,1,160,1
454,gru,aju,klm,9326,209,1,160,1
455,gru,aju,tap air portugal,5995,209,1,160,1
456,gru,aju,air europa,2670,209,1,160,1
457,gru,aju,american airlines,7778,209,1,160,1
458,gru,aju,gol,1538,209,1,160,1
459,gru,aju,delta air lines,6294,339,1,155,1
460,gru,aju,qatar airways,5104,339,1,155,1
461,gru,aju,latam airlines,3220,339,1,155,1
462,gru,aju,air france,1960,286,1,160,1
463,gru,aju,sa avianca,4678,286,1,160,1
464,gru,aju,copa airlines,3741,286,1,160,1
465,gru,aju,emirates,3645,286,1,160,1
466,gru,aju,ethiopian airlines,4108,286,1,160,1
467,gru,aju,klm,9326,286,1,160,1
468,gru,aju,tap air portugal,5995,286,1,160,1
469,gru,aju,air europa,2670,286,1,160,1
470,gru,aju,american airlines,7778,286,1,160,1
471,gru,aju,gol,1538,286,1,160,1
472,gru,aju,air france,1960,204,1,160,1
473,gru,aju,sa avianca,4678,204,1,160,1
474,gru,aju,copa airlines,3741,204,1,160,1
475,gru,aju,emirates,3645,204,1,160,1
476,gru,aju,ethiopian airlines,4108,204,1,160,1
477,gru,aju,klm,9326,204,1,160,1
478,gru,aju,tap air portugal,5995,204,1,160,1
479,gru,aju,air europa,2670,204,1,160,1
480,gru,aju,american airlines,7778,204,1,160,1
481,gru,aju,gol,1538,204,1,160,1
482,gru,aju,aeromexico,8088,201,1,160,1
483,gru,aju,aerolineas argentinas,7634,201,1,160,1
484,gru,aju,copa airlines,3577,201,1,160,1
485,gru,aju,ethiopian airlines,4120,201,1,160,1
486,gru,aju,tap air portugal,4129,201,1,160,1
487,gru,aju,air europa,2350,201,1,160,1
488,gru,aju,american airlines,7776,201,1,160,1
489,gru,aju,gol,1504,201,1,160,1
490,gru,aju,aeromexico,8500,228,1,155,1
491,gru,aju,delta air lines,7360,228,1,155,1
492,gru,aju,qatar airways,5136,228,1,155,1
493,gru,aju,delta air lines,6109,228,1,155,1
494,gru,aju,latam airlines,3224,228,1,155,1
495,gru,aju,aeromexico,8500,223,1,155,1
496,gru,aju,delta air lines,6026,223,1,155,1
497,gru,aju,qatar airways,5136,223,1,155,1
498,gru,aju,delta air lines,7360,223,1,155,1
499,gru,aju,latam airlines,3224,223,1,155,1
500,gru,aju,aeromexico,8088,201,1,160,1
501,gru,aju,aerolineas argentinas,7634,201,1,160,1
502,gru,aju,copa airlines,3577,201,1,160,1
503,gru,aju,ethiopian airlines,4120,201,1,160,1
504,gru,aju,tap air portugal,4129,201,1,160,1
505,gru,aju,air europa,2350,201,1,160,1
506,gru,aju,american airlines,7776,201,1,160,1
507,gru,aju,gol,1504,201,1,160,1
508,gru,aju,aeromexico,8500,201,1,155,1
509,gru,aju,delta air lines,7360,201,1,155,1
510,gru,aju,qatar airways,5136,201,1,155,1
511,gru,aju,delta air lines,6109,201,1,155,1
512,gru,aju,latam airlines,3224,201,1,155,1
513,gru,cgr,qatar airways,5206,281,11,50,1
514,gru,cgr,qatar airways,5286,281,11,50,1
515,gru,cgr,latam airlines,3819,281,11,50,1
516,gru,cgr,delta air lines,6100,274,2,50,1
517,gru,cgr,qatar airways,5125,274,2,50,1
518,gru,cgr,delta air lines,7371,274,2,50,1
519,gru,cgr,qatar airways,5127,274,2,50,1
520,gru,cgr,latam airlines,3130,274,2,50,1
521,gru,cgr,sa avianca,4795,273,5,50,1
522,gru,cgr,copa airlines,3606,273,5,50,1
523,gru,cgr,ethiopian airlines,4148,273,5,50,1
524,gru,cgr,air europa,2371,273,5,50,1
525,gru,cgr,air france,1908,273,5,50,1
526,gru,cgr,gol,1422,273,5,50,1
527,vcp,cgr,azul,4877,275,7,35,1
528,cgh,cgr,latam airlines,3176,253,3,50,1
529,rec,fen,azul,2514,256,5,165,1
530,rec,fen,azul,9126,253,11,165,1
531,rec,fen,latam airlines,7848,134,9,160,1
532,rec,fen,voepass,2248,134,9,160,1
533,rec,fen,azul,4255,248,12,160,1
534,gru,cgr,sa avianca,4795,229,4,50,1
535,gru,cgr,copa airlines,3606,229,4,50,1
536,gru,cgr,ethiopian airlines,4148,229,4,50,1
537,gru,cgr,air europa,2371,229,4,50,1
538,gru,cgr,gol,1422,229,4,50,1
539,vcp,cgr,azul,2700,243,10,35,1
540,rec,fen,latam airlines,7848,237,8,160,1
541,rec,fen,voepass,2248,237,8,160,1
542,gru,cgr,aerolineas argentinas,7632,228,10,55,1
543,gru,cgr,ethiopian airlines,4132,228,10,55,1
544,gru,cgr,klm,9382,228,10,55,1
545,gru,cgr,tap air portugal,4125,228,10,55,1
546,gru,cgr,air europa,2691,228,10,55,1
547,gru,cgr,gol,1496,228,10,55,1
548,vcp,cgr,azul,4877,242,7,35,1
549,rec,fen,azul,4403,223,7,165,1
550,rec,fen,azul,9126,223,10,165,1
551,rec,fen,azul,4403,215,5,165,1
552,gru,cgr,delta air lines,6175,121,10,50,1
553,gru,cgr,qatar airways,7259,121,10,50,1
554,gru,cgr,latam airlines,3126,121,10,50,1
555,cgh,cgr,latam airlines,3176,215,5,50,1
556,rec,fen,azul,4466,205,2,165,1
557,rec,fen,azul,2040,207,6,165,1
558,rec,fen,azul,4255,206,10,165,1
559,nat,fen,latam airlines,8614,209,12,140,1
561,nat,fen,voepass,2352,209,12,140,1
562,rec,fen,azul,4403,206,11,165,1
563,cgh,cgr,latam airlines,3176,197,11,50,1
564,rec,fen,azul,4403,204,6,165,1
